atm_id,lat,lng,city,bank,address,cluster_id
ATM0058,19.073267,72.906162,Mumbai,ICICI,"86/623, Kashyap Zila, Hubli–Dharwad-538137",1
ATM0059,19.045041,72.837393,Mumbai,PNB,"H.No. 496, Wali, Solapur-821681",1
ATM0060,19.068358,72.874402,Mumbai,BOB,"78/551, Thakur Chowk, Gaya 466823",1
ATM0061,22.587946,88.378518,Kolkata,SBI,"80/278, Narain Street, Cuttack 888271",2
ATM0062,22.595421,88.393959,Kolkata,SBI,"050, Karpe Circle, Bihar Sharif-662940",2
ATM0063,22.541759,88.367529,Kolkata,SBI,"65/235, Buch Circle, Sirsa 427832",2
ATM0064,22.540949,88.360163,Kolkata,ICICI,"97/78, Borra Marg, Satna 123195",2
ATM0065,22.530138,88.394702,Kolkata,ICICI,"80/986, Ramachandran Ganj, Rohtak-998340",2
ATM0066,22.532391,88.379114,Kolkata,PNB,"H.No. 53, Deshmukh Chowk, Bhiwandi 064067",2
ATM0067,22.524076,88.323226,Kolkata,BOB,"38/518, Keer Chowk, Pondicherry 048827",2
ATM0068,22.546238,88.354541,Kolkata,PNB,"73/96, Sarkar Zila, Gudivada-033885",2
ATM0069,22.609065,88.404144,Kolkata,SBI,"652, Chad Marg, Kozhikode-052553",2
ATM0070,22.522816,88.352942,Kolkata,HDFC,"H.No. 954, Sama Road, Bhatpara 385940",2
ATM0071,22.601113,88.342425,Kolkata,Canara,"H.No. 471, Deep Ganj, Satna-371179",2
ATM0072,22.595651,88.392236,Kolkata,Canara,"H.No. 42, Gade Chowk, Mysore 093404",2
ATM0073,22.571267,88.33289,Kolkata,SBI,"81, Natarajan Chowk, Gwalior 344977",2
ATM0074,22.528448,88.387474,Kolkata,SBI,"88/452, Merchant Path, Guntur-859817",2
ATM0075,22.55396,88.318914,Kolkata,PNB,"H.No. 452, Golla Marg, Sangli-Miraj & Kupwad-381172",2
ATM0076,22.614539,88.367013,Kolkata,SBI,"45/577, Apte Path, Amritsar-838745",2
ATM0077,22.573383,88.399034,Kolkata,SBI,"56/628, Handa Street, Aizawl-072451",2
ATM0078,22.529396,88.400082,Kolkata,PNB,"H.No. 70, Borra Street, Ratlam-182711",2
ATM0079,22.61676,88.370868,Kolkata,Canara,"76/78, Sura Zila, Bhubaneswar-094834",2
ATM0080,22.526574,88.322098,Kolkata,Canara,"87, Chander, Berhampore-858521",2
ATM0081,22.579123,88.345537,Kolkata,SBI,"H.No. 97, Nagi, Kolhapur 125895",2
ATM0082,22.589573,88.345318,Kolkata,SBI,"H.No. 744, Kamdar Marg, Gandhinagar 237304",2
ATM0083,22.535688,88.37845,Kolkata,PNB,"H.No. 296, Sarin Ganj, Patiala 702256",2
ATM0084,22.615502,88.407473,Kolkata,SBI,"683, Dhingra Marg, Nashik-753755",2
ATM0085,22.584716,88.370199,Kolkata,SBI,"60, Halder Path, Dharmavaram 915268",2
ATM0086,22.576363,88.364488,Kolkata,SBI,"61/209, Khatri Chowk, Haridwar-424510",2
ATM0087,22.557501,88.320779,Kolkata,SBI,"66, Kala Zila, Anantapuram-188681",2
ATM0088,22.551099,88.357718,Kolkata,PNB,"92/27, Raj Nagar, Rampur 842999",2
ATM0089,22.552852,88.412285,Kolkata,ICICI,"H.No. 229, Tata Zila, Machilipatnam-045590",2
ATM0090,22.575494,88.380686,Kolkata,Canara,"H.No. 791, Tandon Ganj, Nagercoil 100161",2
ATM0091,22.615776,88.324259,Kolkata,ICICI,"H.No. 19, Mammen Zila, Kakinada 750278",2
ATM0092,22.549047,88.402871,Kolkata,BOB,"47, Shankar Road, Agra-048321",2
ATM0093,22.538145,88.342076,Kolkata,SBI,"93/95, Bal Zila, Vijayanagaram 345664",2
ATM0094,22.556888,88.38265,Kolkata,ICICI,"51/369, Uppal Chowk, Jodhpur 278139",2
ATM0095,22.573141,88.339012,Kolkata,HDFC,"47, Karpe Ganj, Jalgaon-378304",2
ATM0096,22.52768,88.377328,Kolkata,ICICI,"595, Mani Zila, Mehsana-067511",2
ATM0097,13.033055,80.297812,Chennai,Canara,"22/77, Kadakia Road, Pali 990271",3
ATM0098,13.058896,80.294823,Chennai,Canara,"36, Sekhon Ganj, Guntakal 095360",3
ATM0099,13.075469,80.221667,Chennai,SBI,"91/955, Dhaliwal Ganj, Kanpur 069989",3
ATM0100,13.121011,80.311093,Chennai,PNB,"01, Borah Zila, Panihati 037632",3
ATM0101,13.11616,80.278951,Chennai,SBI,"65/408, Parikh Circle, Phusro-670398",3
ATM0102,13.045445,80.251526,Chennai,ICICI,"H.No. 350, Gulati Road, South Dumdum-585954",3
ATM0103,13.112312,80.30677,Chennai,ICICI,"47/138, Ahluwalia Nagar, Jalandhar 892662",3
ATM0104,13.053708,80.245653,Chennai,SBI,"929, Kurian Zila, Motihari 564129",3
ATM0105,13.110712,80.309113,Chennai,PNB,"H.No. 088, Srivastava Nagar, Kolkata-705803",3
ATM0106,13.094766,80.236155,Chennai,HDFC,"40/67, Vala Path, Arrah-066001",3
ATM0107,13.119161,80.318321,Chennai,ICICI,"75/26, Prabhu Marg, Gangtok-822008",3
ATM0108,13.120842,80.223179,Chennai,BOB,"23, Raj Road, Hosur-531530",3
ATM0109,13.065919,80.313782,Chennai,ICICI,"H.No. 127, Natarajan Road, Kavali 378579",3
ATM0110,13.119106,80.301775,Chennai,SBI,"190, Chauhan Chowk, Erode-434340",3
ATM0111,13.111437,80.23151,Chennai,ICICI,"855, Ravi Marg, Rampur-516189",3
ATM0112,13.118559,80.242943,Chennai,ICICI,"H.No. 930, Bhardwaj Zila, Madhyamgram-114975",3
ATM0113,17.369966,78.518754,Hyderabad,ICICI,"35, Hari Marg, Tirunelveli 268810",4
ATM0114,17.357292,78.502703,Hyderabad,PNB,"H.No. 70, Sidhu Street, Gudivada 394492",4
ATM0115,17.36286,78.443642,Hyderabad,BOB,"988, Pandit Street, Ghaziabad-599660",4
ATM0116,17.370115,78.487641,Hyderabad,Canara,"30/086, Bhandari Marg, Rourkela 697839",4
ATM0117,17.419366,78.469815,Hyderabad,SBI,"H.No. 84, Morar Zila, Fatehpur 287196",4
ATM0118,17.422704,78.462822,Hyderabad,Canara,"53/703, Aggarwal Circle, Phagwara 415767",4
ATM0119,17.433355,78.440526,Hyderabad,Canara,"H.No. 916, Vyas Marg, Hosur 088910",4
ATM0120,17.369569,78.515343,Hyderabad,PNB,"H.No. 99, Korpal Path, Singrauli 373105",4
ATM0121,17.433424,78.448265,Hyderabad,ICICI,"H.No. 39, Lad Ganj, Rewa 251585",4
ATM0122,17.354008,78.441139,Hyderabad,PNB,"05/71, Khalsa Circle, Ghaziabad-002856",4
ATM0123,17.386992,78.517351,Hyderabad,Canara,"08, Barad Street, Parbhani-189184",4
ATM0124,17.429026,78.510404,Hyderabad,SBI,"H.No. 382, Dani Circle, Delhi-503029",4
ATM0125,17.37813,78.531587,Hyderabad,HDFC,"113, Nagarajan Path, Gopalpur-550423",4
ATM0126,17.397316,78.503039,Hyderabad,SBI,"52/50, Suresh Road, Barasat 511699",4
ATM0127,17.425005,78.487412,Hyderabad,Canara,"794, Bajaj Marg, Rajahmundry-746258",4
ATM0128,17.367618,78.506421,Hyderabad,Canara,"H.No. 041, Saxena Zila, Madhyamgram 119099",4
ATM0129,17.354184,78.503193,Hyderabad,PNB,"21/181, Nayak Marg, Chapra-913693",4
ATM0130,17.409813,78.454103,Hyderabad,Canara,"89/47, Roy Chowk, Pondicherry 734627",4
ATM0131,17.375608,78.520073,Hyderabad,SBI,"56/437, Dey, Mahbubnagar-138537",4
ATM0132,17.356018,78.515276,Hyderabad,Canara,"H.No. 08, Lad Road, Bahraich 575753",4
ATM0133,17.367225,78.480879,Hyderabad,Canara,"23/428, Kata Chowk, Darbhanga-879787",4
ATM0134,17.386117,78.516074,Hyderabad,HDFC,"51/461, Sarraf, Bidhannagar 873808",4
ATM0135,17.408596,78.502585,Hyderabad,SBI,"94/47, Nagy Circle, Chennai 078012",4
ATM0136,17.401385,78.498626,Hyderabad,SBI,"H.No. 28, Chokshi Nagar, Dharmavaram-421834",4
ATM0137,17.4302,78.460187,Hyderabad,SBI,"91, Rastogi Circle, Danapur-416226",4
ATM0138,17.415656,78.451435,Hyderabad,SBI,"45/058, Bhatti Zila, Bhiwandi 802100",4
ATM0139,17.433394,78.497827,Hyderabad,BOB,"050, Sabharwal Zila, Guna-243552",4
ATM0140,17.380542,78.525314,Hyderabad,Canara,"H.No. 62, D’Alia Zila, Yamunanagar-751605",4
ATM0141,17.406835,78.475098,Hyderabad,PNB,"04/194, Bedi, Udaipur-808421",4
ATM0142,12.987206,77.545154,Bengaluru,BOB,"H.No. 64, Varkey Zila, Sirsa-198061",5
ATM0143,12.998605,77.555259,Bengaluru,PNB,"58/838, Sule Zila, Ludhiana-894292",5
ATM0144,12.939189,77.640397,Bengaluru,PNB,"03/60, Maharaj, Ahmedabad 967991",5
ATM0145,12.926622,77.56952,Bengaluru,ICICI,"216, Bahl Marg, Katihar-284954",5
ATM0146,12.967246,77.624742,Bengaluru,Canara,"87/480, Kala Path, Medininagar 374779",5
ATM0147,13.020389,77.604145,Bengaluru,HDFC,"59/403, Tandon Circle, Adoni 210518",5
ATM0148,13.010743,77.605865,Bengaluru,BOB,"456, Lanka Marg, Ambattur 919576",5
ATM0149,12.972078,77.627657,Bengaluru,PNB,"21/36, Ganesh Ganj, Bharatpur-027882",5
ATM0150,13.011321,77.618966,Bengaluru,PNB,"15/23, Agarwal Marg, Amritsar-238799",5
ATM0151,12.947519,77.569324,Bengaluru,Canara,"20/661, Choudhary Path, Motihari 255073",5
ATM0152,12.998181,77.59673,Bengaluru,Canara,"35/376, Shetty Zila, Agartala-594502",5
ATM0153,12.94906,77.552348,Bengaluru,SBI,"62, Kade Street, Shahjahanpur 358509",5
ATM0154,12.948772,77.576571,Bengaluru,PNB,"42/63, Doctor Zila, Karaikudi 363036",5
ATM0155,12.935437,77.567726,Bengaluru,Canara,"38/770, Comar Nagar, Patna 049640",5
ATM0156,12.992242,77.551023,Bengaluru,PNB,"334, Dugar Marg, Sangli-Miraj & Kupwad 168419",5
ATM0157,12.975861,77.586177,Bengaluru,SBI,"H.No. 23, Wagle Circle, Bhopal 651618",5
ATM0158,12.963614,77.635084,Bengaluru,Canara,"36/105, Cheema Road, Ramgarh-016132",5
ATM0159,12.991152,77.630273,Bengaluru,BOB,"837, Chatterjee Path, Bardhaman-783376",5
ATM0160,12.959638,77.54519,Bengaluru,PNB,"47/60, Maharaj Nagar, Morbi-008422",5
ATM0161,23.011499,72.610564,Ahmedabad,ICICI,"43/46, Palla Marg, Raipur-933808",6
ATM0162,23.026322,72.594863,Ahmedabad,BOB,"H.No. 97, Murty Street, Kochi 927135",6
ATM0163,23.062281,72.570223,Ahmedabad,SBI,"772, Banik Marg, Kharagpur 887043",6
ATM0164,23.021064,72.560286,Ahmedabad,Canara,"H.No. 649, Iyengar Nagar, Howrah-785827",6
ATM0165,23.052314,72.593818,Ahmedabad,ICICI,"H.No. 91, Chatterjee Ganj, Davanagere-251381",6
ATM0166,23.064454,72.619472,Ahmedabad,PNB,"56, Biswas Chowk, Indore 749112",6
ATM0167,23.063193,72.580589,Ahmedabad,Canara,"80, Manne Path, Kishanganj-324335",6
ATM0168,22.980895,72.564261,Ahmedabad,ICICI,"H.No. 315, Talwar Street, Serampore-340781",6
ATM0169,22.990673,72.547416,Ahmedabad,SBI,"H.No. 676, Kaul Chowk, Nellore 766147",6
ATM0170,23.01797,72.55515,Ahmedabad,ICICI,"22/778, Suri Nagar, Mehsana 130146",6
ATM0171,23.000326,72.61652,Ahmedabad,PNB,"65/865, Balakrishnan Ganj, Ranchi 831469",6
ATM0172,23.055991,72.568431,Ahmedabad,BOB,"H.No. 14, Ganesh Road, Meerut 690803",6
ATM0173,22.977709,72.616592,Ahmedabad,SBI,"22/662, Rana Road, Asansol 086750",6
ATM0174,22.979362,72.617129,Ahmedabad,SBI,"71/58, Varty Chowk, Jaunpur-889399",6
ATM0175,22.975603,72.546128,Ahmedabad,ICICI,"H.No. 933, Bhasin Nagar, Pimpri-Chinchwad-511738",6
ATM0176,23.034634,72.545254,Ahmedabad,PNB,"13, Talwar Ganj, Nangloi Jat 805504",6
ATM0177,22.983939,72.616176,Ahmedabad,PNB,"79/380, Rajagopalan Path, Bhimavaram 459603",6
ATM0178,22.998124,72.55829,Ahmedabad,Canara,"43/63, Oak Zila, Jaipur 149656",6
ATM0179,23.068873,72.593236,Ahmedabad,BOB,"25, Chakraborty Circle, Dharmavaram-326766",6
ATM0180,22.988877,72.552504,Ahmedabad,Canara,"404, Gara Street, Rourkela-495718",6
ATM0181,23.065389,72.57898,Ahmedabad,HDFC,"12, Dara Road, Mysore-530959",6
ATM0182,23.010031,72.615547,Ahmedabad,SBI,"H.No. 47, Bath Zila, Mango 718099",6
ATM0183,23.03171,72.604457,Ahmedabad,SBI,"642, Parikh, Kadapa-773834",6
ATM0184,23.042219,72.551558,Ahmedabad,Canara,"86/022, Kurian Ganj, Rourkela 874270",6
ATM0185,23.053053,72.601023,Ahmedabad,Canara,"H.No. 101, Hayre Marg, Bangalore-150995",6
ATM0186,22.976607,72.574675,Ahmedabad,Canara,"03, Om Zila, Morbi-311234",6
ATM0187,22.979396,72.586154,Ahmedabad,SBI,"789, Modi Marg, Sagar 843803",6
ATM0188,23.014506,72.57042,Ahmedabad,PNB,"H.No. 72, Raman Street, Khandwa 890594",6
ATM0189,23.008719,72.610558,Ahmedabad,PNB,"22/46, Tiwari Chowk, Muzaffarnagar 576632",6
ATM0190,22.987799,72.539014,Ahmedabad,PNB,"H.No. 24, Gandhi Chowk, Avadi 382493",6
ATM0191,23.037546,72.582991,Ahmedabad,HDFC,"H.No. 22, Nigam Nagar, Rourkela 484674",6
ATM0192,23.049964,72.567887,Ahmedabad,ICICI,"02/790, Shere Zila, Deoghar-327400",6
ATM0193,23.031747,72.55363,Ahmedabad,SBI,"82/86, Ram Marg, Rajahmundry-232216",6
ATM0194,23.065962,72.549293,Ahmedabad,PNB,"395, Vig Zila, Raiganj-607258",6
ATM0195,23.047548,72.578385,Ahmedabad,Canara,"H.No. 493, Choudhury Ganj, Udaipur 092177",6
ATM0196,23.00614,72.570831,Ahmedabad,SBI,"45/168, Sachdev Street, Asansol-702909",6
ATM0197,23.021255,72.556882,Ahmedabad,SBI,"83/13, Chatterjee Marg, Arrah-617852",6
ATM0198,23.000466,72.581016,Ahmedabad,ICICI,"H.No. 43, Nadig Marg, Hosur-798480",6
ATM0199,23.028079,72.573063,Ahmedabad,SBI,"68/77, Prakash Chowk, Ahmedabad-683400",6
ATM0200,26.934407,75.786158,Jaipur,BOB,"H.No. 577, Dyal Road, Rajpur Sonarpur-154342",7
ATM0201,26.931461,75.80189,Jaipur,PNB,"H.No. 169, Sahota, Tenali 085037",7
ATM0202,26.941693,75.746605,Jaipur,SBI,"58/506, Krishnan Road, Burhanpur 436853",7
ATM0203,26.931579,75.767921,Jaipur,Canara,"246, Dayal Ganj, Panihati-022573",7
ATM0204,26.909726,75.790392,Jaipur,PNB,"H.No. 38, Trivedi Marg, Bellary-733003",7
ATM0205,26.936994,75.770379,Jaipur,BOB,"94/06, Amble Marg, Tadepalligudem-575997",7
ATM0206,26.889492,75.76244,Jaipur,SBI,"H.No. 126, Om Ganj, Nagercoil 951631",7
ATM0207,26.881658,75.749255,Jaipur,PNB,"H.No. 981, Oommen Marg, Jodhpur-295291",7
ATM0208,26.938619,75.755815,Jaipur,SBI,"50, Morar Road, Ghaziabad 622979",7
ATM0209,26.91082,75.809759,Jaipur,HDFC,"08/023, Sarkar Marg, Singrauli-166674",7
ATM0210,26.914864,75.7656,Jaipur,SBI,"H.No. 98, Patla Street, Adoni-379359",7
ATM0211,26.881812,75.760048,Jaipur,SBI,"47/56, Dara Road, Fatehpur 818899",7
ATM0212,26.863815,75.790714,Jaipur,SBI,"H.No. 46, Srinivasan Ganj, Rourkela 078499",7
ATM0213,26.959829,75.792636,Jaipur,Canara,"79/777, Chander Nagar, Tirupati-177298",7
ATM0214,26.875028,75.824146,Jaipur,PNB,"27/249, Parekh Chowk, Bally-487123",7
ATM0215,26.949672,75.794706,Jaipur,PNB,"72/58, Prakash, Chittoor-117785",7
ATM0216,26.906447,75.755736,Jaipur,SBI,"63/405, Rege Circle, Navi Mumbai 714801",7
ATM0217,26.956506,75.785073,Jaipur,ICICI,"H.No. 328, Tailor Circle, Bellary-834259",7
ATM0218,26.902471,75.744708,Jaipur,Canara,"89, Choudhary Marg, Dindigul 182080",7
ATM0219,26.867761,75.75222,Jaipur,Canara,"015, Puri Marg, Bettiah 519110",7
ATM0220,26.892784,75.836692,Jaipur,SBI,"78/54, Hegde Zila, Delhi-972645",7
ATM0221,26.938844,75.797932,Jaipur,BOB,"465, Swamy Chowk, Etawah 889713",7
ATM0222,26.874269,80.934238,Lucknow,HDFC,"22/763, Sandhu Circle, Bilaspur 648348",8
ATM0223,26.826435,80.955053,Lucknow,PNB,"12, Datta Ganj, Panvel 444934",8
ATM0224,26.853563,80.902223,Lucknow,HDFC,"H.No. 27, Gala Circle, Bhind 899295",8
ATM0225,26.806623,80.972474,Lucknow,Canara,"75/205, Chauhan Street, Tinsukia-910973",8
ATM0226,26.823165,80.904319,Lucknow,SBI,"277, Chakrabarti Nagar, Ongole-573260",8
ATM0227,26.851899,80.911853,Lucknow,PNB,"20/938, Kashyap Zila, Tinsukia-006144",8
ATM0228,26.865637,80.943191,Lucknow,SBI,"H.No. 519, Lal, Hajipur-954351",8
ATM0229,26.82551,80.924472,Lucknow,ICICI,"973, Borra Marg, Purnia 760239",8
ATM0230,26.803818,80.919542,Lucknow,SBI,"62/53, Oak, Panihati-956728",8
ATM0231,26.875825,80.955179,Lucknow,ICICI,"H.No. 66, Gour Ganj, Chandigarh 764246",8
ATM0232,26.816482,80.907678,Lucknow,SBI,"H.No. 53, Badal Path, Bihar Sharif-122317",8
ATM0233,26.811599,80.922763,Lucknow,SBI,"01, Sankaran Circle, Kota 428674",8
ATM0234,26.802664,80.975463,Lucknow,Canara,"H.No. 754, Tank Ganj, Saharanpur-699822",8
ATM0235,26.879124,80.988319,Lucknow,PNB,"25/785, Bhargava Circle, Saharanpur-637670",8
ATM0236,26.84357,80.926609,Lucknow,PNB,"79/458, Contractor Chowk, Berhampore 047145",8
ATM0237,26.823925,80.950198,Lucknow,PNB,"H.No. 07, Rajagopalan Road, Bijapur-589114",8
ATM0238,26.856504,80.985142,Lucknow,BOB,"H.No. 61, Vyas, Ambarnath 029935",8
ATM0239,26.857071,80.898786,Lucknow,SBI,"90, Walla Street, Hapur-624363",8
ATM0240,26.86413,80.982252,Lucknow,Canara,"H.No. 531, Purohit Path, Nellore-118017",8
ATM0241,26.798775,80.972676,Lucknow,ICICI,"48, Sampath Zila, Berhampur-974482",8
ATM0242,26.854325,80.972511,Lucknow,SBI,"85/39, Bhalla Road, Yamunanagar-298496",8
ATM0243,26.848596,80.940423,Lucknow,SBI,"38/56, Bawa Street, Ahmednagar 874162",8
ATM0244,25.587688,85.169024,Patna,HDFC,"H.No. 436, Deol, Ulhasnagar-027360",9
ATM0245,25.591101,85.128435,Patna,SBI,"68, Bava Path, Etawah 075756",9
ATM0246,25.55456,85.103682,Patna,PNB,"H.No. 43, Cheema, Aurangabad-478715",9
ATM0247,25.593647,85.153858,Patna,PNB,"956, Tandon Road, Hapur 064643",9
ATM0248,25.62015,85.09127,Patna,SBI,"89/253, Dey Ganj, Phusro 609157",9
ATM0249,25.56934,85.099192,Patna,BOB,"16/43, Bhakta Ganj, Bhavnagar 945397",9
ATM0250,25.630591,85.170093,Patna,SBI,"H.No. 275, Aggarwal, Kirari Suleman Nagar-346658",9
ATM0251,25.631037,85.133798,Patna,SBI,"199, Sandal, Bongaigaon 748643",9
ATM0252,25.595944,85.149863,Patna,PNB,"H.No. 448, Sastry Zila, Amritsar 444709",9
ATM0253,25.588304,85.092761,Patna,SBI,"H.No. 031, Gokhale Zila, Patna 921456",9
ATM0254,25.557201,85.116403,Patna,ICICI,"71/03, Ratti Road, Hindupur 646559",9
ATM0255,25.592571,85.090487,Patna,Canara,"47, Sinha Circle, Jalandhar 474048",9
ATM0256,25.624031,85.158578,Patna,SBI,"164, Datta Street, Cuttack-223191",9
ATM0257,25.545467,85.128399,Patna,SBI,"H.No. 65, Sane Street, Belgaum 073936",9
ATM0258,25.628241,85.098946,Patna,HDFC,"00, Sandhu Road, Jorhat 918081",9
ATM0259,25.608871,85.102997,Patna,HDFC,"H.No. 84, Suri Zila, Kottayam 332137",9
ATM0260,25.573286,85.158141,Patna,PNB,"H.No. 87, Thakkar Ganj, Anantapuram-274689",9
ATM0261,25.59235,85.134822,Patna,PNB,"18/75, Rout, Satna 547684",9
ATM0262,25.558564,85.106661,Patna,Canara,"06/601, Sarraf Chowk, Sambhal 643858",9
ATM0263,25.618729,85.101251,Patna,SBI,"20/507, Saraf Zila, Ambarnath-908183",9
ATM0264,25.621368,85.173041,Patna,SBI,"H.No. 27, Edwin Circle, Nandyal-389158",9
ATM0265,25.622872,85.114317,Patna,SBI,"68, Ganguly, Mysore-947605",9
ATM0266,25.616705,85.171348,Patna,Canara,"386, Bumb Road, Durg-586973",9
ATM0267,25.610094,85.174126,Patna,PNB,"H.No. 54, Warrior Path, Malda 854180",9
ATM0268,25.592534,85.120844,Patna,BOB,"72, Bose Path, Proddatur 606475",9
ATM0269,25.581821,85.180885,Patna,ICICI,"575, Pau Circle, Latur-542578",9
ATM0270,25.642177,85.111481,Patna,PNB,"08/55, Vora Ganj, Kozhikode 835985",9
ATM0271,25.629701,85.128678,Patna,SBI,"H.No. 065, Pai Marg, Malegaon 247832",9
ATM0272,25.591398,85.178943,Patna,PNB,"H.No. 540, Bajwa Road, Bahraich 959651",9
ATM0273,25.642941,85.166839,Patna,Canara,"H.No. 64, Chada Street, Burhanpur-107665",9
ATM0274,25.559311,85.184082,Patna,SBI,"836, Puri, Ratlam 351870",9
